airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-06-12,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No Info,10231
Vistara,2019-03-06,Mumbai,Hyderabad,10:25:00,22:55:00,750,1.0,No Info,12395
Multiple carriers,2019-06-01,Delhi,Cochin,18:00:00,01:30:00,450,1.0,No Info,7933
IndiGo,2019-05-15,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Air India,2019-03-09,Banglore,New Delhi,11:05:00,22:45:00,700,1.0,No Info,10657
Multiple carriers,2019-03-09,Delhi,Cochin,00:20:00,12:55:00,755,1.0,In-flight meal not included,18260
SpiceJet,2019-03-21,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No check-in baggage included,3815
IndiGo,2019-03-06,Delhi,Cochin,11:55:00,22:20:00,625,1.0,No Info,6442
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,No Info,12471
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,In-flight meal not included,9899
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,18:50:00,535,1.0,In-flight meal not included,5963
Jet Airways,2019-06-12,Delhi,Cochin,18:20:00,19:00:00,1480,2.0,No Info,14300
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,10262
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,In-flight meal not included,9663
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:00:00,16:50:00,1610,1.0,No Info,19595
Multiple carriers,2019-04-24,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,6093
Jet Airways,2019-04-09,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,10262
SpiceJet,2019-03-24,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No Info,9923
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,20:25:00,1445,1.0,No Info,11105
Multiple carriers,2019-03-03,Delhi,Cochin,07:00:00,13:20:00,380,1.0,No Info,15603
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,7064
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,22:10:00,900,1.0,No Info,12942
Multiple carriers,2019-05-18,Delhi,Cochin,08:45:00,21:00:00,735,1.0,No Info,7670
Air India,2019-05-12,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No Info,10676
IndiGo,2019-05-09,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4804
Multiple carriers,2019-05-21,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,7888
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,18:25:00,570,1.0,No Info,26890
IndiGo,2019-05-27,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
IndiGo,2019-06-03,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4804
IndiGo,2019-04-24,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,No Info,14178
Air India,2019-05-18,Kolkata,Banglore,09:25:00,13:45:00,1700,2.0,No Info,13222
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,04:25:00,655,1.0,In-flight meal not included,12898
Air Asia,2019-04-06,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Jet Airways,2019-03-09,Delhi,Cochin,05:25:00,04:25:00,1380,2.0,No Info,16914
Air India,2019-03-09,Banglore,New Delhi,10:30:00,11:20:00,1490,1.0,No Info,10321
Jet Airways,2019-05-12,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
SpiceJet,2019-05-06,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,18:50:00,590,1.0,In-flight meal not included,15400
Air India,2019-05-15,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No Info,14424
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,10:25:00,1050,1.0,1 Long layover,25735
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,10703
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,16:10:00,435,1.0,No Info,26890
IndiGo,2019-05-15,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,6442
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,23:25:00,1575,1.0,In-flight meal not included,10031
Air India,2019-05-09,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,8372
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,10844
Multiple carriers,2019-06-12,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,13797
Air India,2019-06-06,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
SpiceJet,2019-06-15,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No Info,2753
Air India,2019-05-21,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,8372
IndiGo,2019-03-24,Kolkata,Banglore,11:55:00,16:25:00,270,1.0,No Info,9806
Air India,2019-03-21,Delhi,Cochin,19:00:00,19:15:00,1455,1.0,No Info,6587
Vistara,2019-04-27,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,5613
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:10:00,1550,1.0,No Info,11105
Multiple carriers,2019-06-27,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,13377
IndiGo,2019-04-27,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5073
Multiple carriers,2019-06-09,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,11789
Air India,2019-03-12,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,4307
IndiGo,2019-03-03,Delhi,Cochin,04:45:00,11:30:00,405,1.0,No Info,14871
Air India,2019-04-18,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5510
IndiGo,2019-06-09,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Air India,2019-05-09,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No Info,13538
Vistara,2019-05-27,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,4668
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,10262
Jet Airways,2019-06-09,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
IndiGo,2019-05-01,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
IndiGo,2019-06-27,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,6069
Air India,2019-06-27,Delhi,Cochin,13:15:00,07:40:00,1105,2.0,No Info,13547
Jet Airways,2019-04-06,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4544
Air Asia,2019-06-01,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,8759
IndiGo,2019-03-18,Delhi,Cochin,14:30:00,17:35:00,185,0.0,No Info,5406
IndiGo,2019-04-18,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,4990
IndiGo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No Info,7303
Vistara,2019-04-15,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,18:50:00,820,2.0,In-flight meal not included,8518
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,23:35:00,1630,1.0,No Info,10953
SpiceJet,2019-06-21,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3971
Multiple carriers,2019-06-27,Delhi,Cochin,10:35:00,19:15:00,520,1.0,No Info,7155
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No Info,14714
Air Asia,2019-04-03,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4107
Air India,2019-03-21,Banglore,New Delhi,08:15:00,18:30:00,615,1.0,No Info,4943
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No Info,12242
SpiceJet,2019-06-09,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
IndiGo,2019-03-27,Delhi,Cochin,20:30:00,01:35:00,305,1.0,No Info,5073
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,10703
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,10577
Air India,2019-05-09,Kolkata,Banglore,08:20:00,20:25:00,725,2.0,No Info,11432
IndiGo,2019-03-06,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4778
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,13029
Vistara,2019-06-09,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
SpiceJet,2019-06-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,16:20:00,1235,1.0,No Info,13759
SpiceJet,2019-05-03,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,4991
Jet Airways,2019-06-12,Delhi,Cochin,09:00:00,19:00:00,600,1.0,In-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,09:30:00,995,1.0,No Info,17261
Jet Airways,2019-06-12,Delhi,Cochin,06:45:00,04:25:00,1300,2.0,No Info,13376
SpiceJet,2019-03-09,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No Info,3603
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,9663
Air India,2019-06-21,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6961
Jet Airways,2019-05-09,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,12373
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1160,1.0,No Info,14231
Jet Airways,2019-03-27,Delhi,Cochin,20:50:00,19:45:00,1375,1.0,No Info,12032
Jet Airways,2019-06-24,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No Info,18581
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,23:00:00,1035,1.0,In-flight meal not included,7832
Vistara,2019-03-21,Banglore,New Delhi,09:50:00,12:35:00,165,0.0,No Info,4878
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,12373
IndiGo,2019-04-15,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,13941
Air Asia,2019-03-24,Kolkata,Banglore,07:35:00,22:55:00,920,1.0,No Info,6785
Air India,2019-06-12,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Air India,2019-03-01,Banglore,New Delhi,08:50:00,23:55:00,905,2.0,No Info,17345
Jet Airways,2019-03-01,Banglore,New Delhi,20:35:00,11:25:00,890,1.0,No Info,31825
Jet Airways,2019-05-27,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,12898
Jet Airways,2019-06-12,Delhi,Cochin,20:55:00,12:35:00,940,1.0,In-flight meal not included,10262
Multiple carriers,2019-06-24,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Air India,2019-06-06,Kolkata,Banglore,14:30:00,08:55:00,1105,2.0,No Info,15107
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No Info,13584
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,In-flight meal not included,9663
Multiple carriers,2019-06-27,Delhi,Cochin,04:55:00,19:00:00,845,1.0,No Info,10678
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,14151
IndiGo,2019-03-24,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,No Info,6860
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No Info,13941
Jet Airways,2019-06-12,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,10368
IndiGo,2019-06-09,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6386
IndiGo,2019-05-24,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No Info,4226
SpiceJet,2019-04-06,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,9663
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,No Info,13941
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,9663
Jet Airways,2019-03-18,Banglore,New Delhi,18:40:00,07:40:00,780,1.0,In-flight meal not included,10972
Air India,2019-05-21,Delhi,Cochin,13:20:00,19:15:00,1795,2.0,No Info,13276
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,15:15:00,435,1.0,In-flight meal not included,7832
SpiceJet,2019-03-12,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,6300
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,18:50:00,995,1.0,In-flight meal not included,7438
IndiGo,2019-06-21,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
SpiceJet,2019-05-06,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Jet Airways,2019-06-18,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,8016
IndiGo,2019-04-21,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Multiple carriers,2019-06-03,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,No Info,13067
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,12373
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Air India,2019-05-01,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No Info,11148
Air India,2019-06-06,Delhi,Cochin,10:55:00,07:40:00,1245,2.0,No Info,11753
Air Asia,2019-05-18,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,7452
GoAir,2019-05-01,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,3898
Jet Airways,2019-05-18,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,12373
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No Info,14939
Jet Airways,2019-06-03,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No Info,13292
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,05:05:00,1210,1.0,1 Long layover,26890
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,04:25:00,1105,1.0,In-flight meal not included,12373
Jet Airways,2019-06-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Vistara,2019-06-01,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No Info,4878
Jet Airways,2019-04-06,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,5177
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,8610
Air India,2019-05-21,Kolkata,Banglore,14:30:00,12:30:00,1320,2.0,No Info,15107
Jet Airways,2019-06-24,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,No Info,12819
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,08:15:00,1090,1.0,No Info,12284
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,12:25:00,400,1.0,Business class,62427
Air India,2019-06-01,Delhi,Cochin,17:00:00,19:15:00,1575,1.0,No Info,8792
Air India,2019-03-27,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,8971
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,12898
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,11543
Jet Airways,2019-06-06,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,8016
Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,04:25:00,650,2.0,In-flight meal not included,9412
Air India,2019-04-01,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,2050
Vistara,2019-06-03,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No Info,4878
Air India,2019-03-03,Banglore,New Delhi,09:30:00,16:20:00,410,1.0,No Info,11654
Air India,2019-06-01,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,10336
Air India,2019-04-12,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4460
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,19:10:00,1365,1.0,No Info,14151
Jet Airways,2019-06-01,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,10262
Air India,2019-05-27,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No Info,8907
Multiple carriers,2019-06-01,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,12927
IndiGo,2019-05-09,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No Info,15129
IndiGo,2019-03-15,Banglore,New Delhi,19:35:00,00:35:00,300,1.0,No Info,10509
Vistara,2019-05-09,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3687
SpiceJet,2019-05-01,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,2385
Jet Airways,2019-03-09,Mumbai,Hyderabad,19:40:00,21:10:00,90,0.0,In-flight meal not included,4050
Air India,2019-05-15,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,8839
IndiGo,2019-06-09,Delhi,Cochin,10:35:00,21:00:00,625,1.0,No Info,6314
Air India,2019-06-15,Delhi,Cochin,03:50:00,19:15:00,925,1.0,No Info,9929
Multiple carriers,2019-05-09,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No Info,14323
SpiceJet,2019-03-09,Delhi,Cochin,06:10:00,11:20:00,310,1.0,No Info,8382
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,19:40:00,1350,1.0,In-flight meal not included,10031
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,7927
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1160,1.0,In-flight meal not included,11134
IndiGo,2019-04-18,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4174
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,14388
IndiGo,2019-06-06,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Air India,2019-03-21,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,8245
Air India,2019-06-24,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,3100
IndiGo,2019-06-01,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3419
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,23:35:00,1655,1.0,In-flight meal not included,10844
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,10844
Jet Airways,2019-03-18,Banglore,New Delhi,08:55:00,19:10:00,615,1.0,No Info,13555
Multiple carriers,2019-05-24,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10529
IndiGo,2019-03-12,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No Info,6297
IndiGo,2019-05-03,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420,2.0,No Info,10929
IndiGo,2019-06-01,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,6206
Air India,2019-06-15,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,9929
SpiceJet,2019-06-12,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
IndiGo,2019-06-01,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3597
Air India,2019-03-15,Banglore,New Delhi,06:10:00,08:55:00,165,0.0,No Info,7276
IndiGo,2019-06-12,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No Info,5883
Jet Airways,2019-05-03,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,5198
Vistara,2019-05-27,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,In-flight meal not included,8586
Multiple carriers,2019-06-24,Delhi,Cochin,04:55:00,19:00:00,845,1.0,No Info,10678
IndiGo,2019-05-18,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
IndiGo,2019-06-03,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No Info,6493
GoAir,2019-03-03,Delhi,Cochin,07:30:00,13:20:00,350,1.0,No Info,6112
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,No Info,16079
IndiGo,2019-06-15,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,6316
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,9663
Air India,2019-06-27,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,9653
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,No Info,14571
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,23:25:00,900,1.0,In-flight meal not included,10031
Multiple carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,8266
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,In-flight meal not included,8529
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,19:10:00,670,1.0,No Info,16736
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,In-flight meal not included,9899
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,10844
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,2.0,In-flight meal not included,8367
IndiGo,2019-05-21,Kolkata,Banglore,16:35:00,22:15:00,340,1.0,No Info,5268
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,19:00:00,715,1.0,In-flight meal not included,12239
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,10844
IndiGo,2019-03-24,Kolkata,Banglore,10:10:00,12:55:00,165,0.0,No Info,6565
Multiple carriers,2019-06-15,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,13504
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,21:20:00,745,1.0,No Info,16736
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,11:25:00,1425,1.0,No Info,25735
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,15:15:00,1995,2.0,No Info,14219
Jet Airways,2019-03-21,Banglore,New Delhi,05:50:00,12:20:00,390,1.0,In-flight meal not included,6163
IndiGo,2019-05-27,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,5054
SpiceJet,2019-05-27,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-05-27,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Jet Airways,2019-06-27,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,12373
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,No Info,14781
Multiple carriers,2019-03-21,Delhi,Cochin,06:00:00,13:20:00,440,1.0,No Info,11269
Multiple carriers,2019-06-15,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No Info,8018
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10262
IndiGo,2019-05-09,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5298
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,22:15:00,330,1.0,No Info,13774
SpiceJet,2019-05-18,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,3597
SpiceJet,2019-05-09,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No Info,3597
SpiceJet,2019-05-15,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3625
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,12898
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,12:00:00,1315,1.0,No Info,14388
Jet Airways,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,14714
IndiGo,2019-04-03,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Vistara,2019-03-24,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No Info,5088
Air India,2019-03-24,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6241
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,10:45:00,1655,1.0,No Info,9397
IndiGo,2019-03-15,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No Info,4462
Multiple carriers,2019-05-27,Delhi,Cochin,11:30:00,21:00:00,570,1.0,In-flight meal not included,6943
Jet Airways,2019-06-06,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,8016
Jet Airways,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,15812
Air India,2019-06-09,Kolkata,Banglore,09:50:00,21:05:00,675,1.0,No Info,7662
IndiGo,2019-06-21,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,5755
Vistara,2019-03-21,Banglore,New Delhi,07:00:00,09:40:00,160,0.0,No Info,5403
Jet Airways,2019-04-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,3205
Air India,2019-06-09,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,12199
Air India,2019-03-06,Banglore,New Delhi,08:50:00,16:30:00,1900,2.0,No Info,14143
SpiceJet,2019-04-03,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No Info,2017
Vistara,2019-04-21,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,5403
IndiGo,2019-05-18,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,No Info,13941
IndiGo,2019-03-09,Delhi,Cochin,02:05:00,07:10:00,305,1.0,No Info,10482
